sport,role,gender,age,weight_kg,height_cm,training_intensity,session_duration_min,training_days_per_week,is_match_day,is_recovery_day,fatigue_score,goal,diet_type,sport_enc,gender_enc,goal_enc,diet_enc,calories_kcal,protein_g,carbs_g,fat_g,needs_iron,needs_calcium,needs_vitd
Football,Goalkeeper,male,22,78.1,166,6,95,5,0,0,4,maintain,non-veg,1,0,0,1,3429,160.0,556.0,62.8,0,0,0
Wrestling,Freestyle wrestler,male,22,81.8,177,6,160,6,0,1,2,maintain,non-veg,4,0,0,1,2901,156.0,395.2,77.4,0,0,1
Badminton,Doubles player,female,20,63.8,161,7,133,4,1,0,3,maintain,veg,5,1,0,0,2813,113.6,457.5,58.7,1,0,1
Cricket,All-rounder,male,14,78.9,167,4,58,5,0,0,3,maintain,veg,0,0,0,0,2909,150.7,439.5,60.9,0,1,0
Athletics,Sprinter,male,20,68.2,161,5,99,6,0,0,6,cut,non-veg,3,0,2,1,3036,138.5,510.4,48.9,0,0,0
Cricket,Batsman,male,14,80.4,172,6,55,6,1,0,3,maintain,veg,0,0,0,0,3324,162.4,435.1,103.8,0,1,0
Badminton,Doubles player,male,20,65.4,177,6,171,7,0,0,3,bulk,non-veg,5,0,1,1,3066,122.8,491.3,67.7,0,0,1
Athletics,Thrower,male,15,53.2,169,8,94,5,1,0,1,cut,non-veg,3,0,2,1,2761,113.3,442.7,59.7,0,1,0
Kabaddi,Raider,male,23,64.9,184,6,105,3,0,1,4,maintain,non-veg,2,0,0,1,2687,117.7,338.1,96.0,0,0,0
Football,Winger,male,17,57.3,176,7,101,4,0,0,5,bulk,non-veg,1,0,1,1,3008,101.5,398.6,112.0,0,1,0
Cricket,All-rounder,female,20,60.0,160,3,124,2,0,0,2,cut,non-veg,0,1,2,1,2141,109.6,346.0,35.4,1,0,0
Kabaddi,All-rounder,male,24,78.4,180,9,92,3,1,0,4,maintain,veg,2,0,0,0,3559,157.2,492.7,106.6,0,0,0
Wrestling,Freestyle wrestler,female,16,72.1,157,9,71,4,0,0,5,cut,veg,4,1,2,0,3243,185.3,511.4,50.7,1,1,1
Cricket,Spin bowler,male,14,85.2,168,6,126,5,0,0,7,maintain,non-veg,0,0,0,1,3320,149.2,529.1,67.4,0,1,0
Kabaddi,Defender,male,25,73.1,178,7,121,6,1,0,7,maintain,veg,2,0,0,0,3464,189.3,514.1,72.3,0,0,1
Cricket,Wicket-keeper,male,19,81.2,174,7,131,5,0,0,6,cut,non-veg,0,0,2,1,3319,162.1,531.2,60.6,0,1,0
Cricket,All-rounder,male,22,69.3,179,10,54,4,0,0,5,bulk,non-veg,0,0,1,1,3543,123.3,419.5,152.4,0,0,0
Football,Striker,male,19,61.3,171,5,111,6,0,0,8,cut,veg,1,0,2,0,2531,103.6,419.4,48.8,0,1,1
Cricket,Fast bowler,female,25,59.2,152,5,97,4,0,1,2,maintain,non-veg,0,1,0,1,1986,109.9,291.2,42.4,1,0,0
Wrestling,Greco-Roman wrestler,male,22,73.2,171,8,48,4,0,0,4,bulk,non-veg,4,0,1,1,3355,158.3,517.2,72.6,0,0,1
Kabaddi,Defender,male,14,85.9,161,7,60,2,0,0,2,cut,veg,2,0,2,0,3805,161.2,654.7,60.2,0,1,0
Badminton,Doubles player,female,22,55.7,172,7,82,5,0,0,3,bulk,veg,5,1,1,0,2614,104.4,407.8,62.8,1,0,1
Athletics,Hurdler,male,16,54.5,169,5,121,6,0,0,3,maintain,veg,3,0,0,0,2543,111.6,401.9,54.3,0,1,0
Football,Midfielder,male,24,67.9,158,7,114,4,0,0,4,bulk,non-veg,1,0,1,1,3074,126.9,494.8,65.3,0,0,0
Kabaddi,All-rounder,male,16,86.6,181,9,70,3,0,0,1,maintain,veg,2,0,0,0,3780,154.9,617.0,76.9,0,1,0
Badminton,Doubles player,male,18,57.6,170,6,63,5,1,0,5,cut,non-veg,5,0,2,1,2518,98.0,330.2,89.5,0,1,1
Wrestling,Greco-Roman wrestler,female,29,63.9,170,5,84,5,0,0,3,maintain,non-veg,4,1,0,1,2771,131.4,449.8,49.6,1,1,1
Badminton,Singles player,male,18,68.6,175,4,91,5,1,0,6,cut,veg,5,0,2,0,3764,126.8,684.5,57.7,0,1,1
Athletics,Sprinter,female,15,48.8,162,4,94,4,0,0,5,cut,veg,3,1,2,0,2264,80.9,404.5,35.8,1,1,0
Badminton,Singles player,female,16,59.6,170,6,99,5,1,0,2,maintain,non-veg,5,1,0,1,2630,108.7,391.6,69.9,1,1,1
Cricket,All-rounder,male,19,74.5,180,7,112,6,0,0,9,cut,veg,0,0,2,0,2676,111.8,411.0,65.0,0,1,1
Wrestling,Greco-Roman wrestler,male,24,66.2,174,3,82,4,0,0,4,maintain,non-veg,4,0,0,1,2690,136.4,417.6,52.7,0,0,1
Wrestling,Greco-Roman wrestler,male,14,76.8,170,7,184,3,0,0,4,maintain,non-veg,4,0,0,1,3689,195.9,576.3,66.7,0,1,1
Kabaddi,Defender,female,18,63.3,178,7,64,4,0,0,4,maintain,veg,2,1,0,0,3001,151.6,471.6,56.5,1,1,0
Athletics,Hurdler,male,14,71.5,165,5,67,6,0,0,5,maintain,non-veg,3,0,0,1,3345,118.1,583.6,59.8,0,1,0
Wrestling,Greco-Roman wrestler,male,21,72.1,168,6,108,7,0,0,5,maintain,non-veg,4,0,0,1,3129,182.7,461.7,61.3,0,0,1
Wrestling,Freestyle wrestler,male,19,63.9,164,7,72,5,1,0,8,cut,non-veg,4,0,2,1,3378,146.2,566.8,58.5,1,1,1
Cricket,All-rounder,male,20,55.5,170,6,74,5,0,0,4,maintain,veg,0,0,0,0,2512,92.9,292.1,108.0,0,0,0
Athletics,Thrower,male,26,85.7,167,7,73,4,0,0,5,cut,non-veg,3,0,2,1,3800,190.8,625.8,59.3,0,0,0
Wrestling,Freestyle wrestler,male,21,63.6,167,7,43,6,0,0,4,cut,non-veg,4,0,2,1,2886,150.4,454.3,51.9,0,0,1
Football,Midfielder,female,22,49.9,152,3,123,4,1,0,4,maintain,veg,1,1,0,0,2648,89.3,471.0,45.2,1,0,0
Badminton,Doubles player,male,17,73.8,174,6,95,4,0,0,2,bulk,non-veg,5,0,1,1,3180,136.6,411.5,109.7,0,1,1
Wrestling,Freestyle wrestler,female,21,65.3,163,5,107,5,0,0,2,maintain,veg,4,1,0,0,3037,125.4,521.4,50.0,1,1,1
Wrestling,Freestyle wrestler,male,19,58.5,168,6,119,5,0,0,5,maintain,veg,4,0,0,0,2850,120.5,464.7,56.6,0,1,1
Badminton,Singles player,female,20,54.2,153,7,42,3,1,0,8,bulk,veg,5,1,1,0,2677,90.4,332.1,109.7,1,0,1
Wrestling,Greco-Roman wrestler,female,28,61.4,161,5,114,7,0,0,8,maintain,non-veg,4,1,0,1,2385,149.3,341.5,46.9,1,1,1
Athletics,Jumper,male,23,67.5,166,5,102,3,1,0,1,bulk,non-veg,3,0,1,1,3174,155.1,449.6,83.9,0,0,0
Athletics,Thrower,male,16,59.4,183,3,101,6,1,0,7,bulk,veg,3,0,1,0,3866,147.6,663.4,69.1,1,1,1
Cricket,Batsman,male,20,61.6,170,6,95,4,0,0,5,bulk,veg,0,0,1,0,2913,109.5,323.7,131.1,0,0,0
Badminton,Singles player,male,18,80.1,175,4,114,4,0,0,6,maintain,veg,5,0,0,0,2974,126.5,476.8,62.3,0,1,1
Football,Midfielder,male,14,73.1,174,6,98,4,0,0,3,maintain,non-veg,1,0,0,1,3588,128.5,623.7,64.3,0,1,0
Wrestling,Freestyle wrestler,male,22,65.0,175,2,57,3,0,0,1,maintain,veg,4,0,0,0,2997,121.1,515.4,50.1,0,0,1
Kabaddi,Raider,female,21,66.1,158,4,96,5,0,0,3,maintain,non-veg,2,1,0,1,2986,155.5,484.0,47.6,1,0,0
Badminton,Singles player,male,22,70.6,171,5,159,6,1,0,5,maintain,veg,5,0,0,0,3943,143.3,693.1,66.4,0,0,1
Kabaddi,Raider,male,27,74.7,169,7,143,4,0,1,5,bulk,non-veg,2,0,1,1,3044,168.6,401.4,84.9,0,0,0
Badminton,Doubles player,male,25,83.6,173,5,107,4,1,0,5,maintain,non-veg,5,0,0,1,4338,142.0,782.4,71.2,0,0,1
Wrestling,Greco-Roman wrestler,male,21,52.6,170,7,52,5,0,1,8,cut,non-veg,4,0,2,1,2409,106.6,391.6,46.2,1,0,1
Badminton,Doubles player,female,14,52.7,153,7,84,4,1,0,5,cut,veg,5,1,2,0,2238,91.6,365.3,45.6,1,1,1
Kabaddi,Raider,male,24,67.4,165,3,69,4,0,0,4,maintain,veg,2,0,0,0,3060,115.6,534.3,51.2,0,0,0
Badminton,Doubles player,female,16,71.8,167,7,88,5,0,0,1,maintain,veg,5,1,0,0,2777,113.1,451.8,57.5,1,1,1
Badminton,Doubles player,male,19,59.4,165,6,114,5,0,0,5,cut,non-veg,5,0,2,1,2352,91.6,387.3,48.5,0,1,1
Badminton,Doubles player,male,22,75.7,184,8,149,4,0,0,7,bulk,non-veg,5,0,1,1,3456,125.4,566.1,76.7,0,0,1
Kabaddi,All-rounder,female,16,48.4,160,2,140,3,1,0,4,cut,non-veg,2,1,2,1,2415,104.5,412.8,38.4,1,1,0
Kabaddi,Defender,male,17,78.6,187,7,66,3,0,0,6,maintain,veg,2,0,0,0,3442,161.5,539.7,70.8,0,1,0
Cricket,Fast bowler,male,23,70.8,178,9,85,7,0,1,5,maintain,non-veg,0,0,0,1,2979,148.3,285.4,138.2,0,0,0
Football,Winger,male,23,61.9,183,8,134,5,0,0,2,maintain,non-veg,1,0,0,1,2892,121.9,386.5,95.4,0,0,0
Badminton,Doubles player,male,29,71.2,172,5,49,5,1,0,1,cut,veg,5,0,2,0,2620,123.5,401.4,57.8,0,0,1
Wrestling,Greco-Roman wrestler,male,22,87.9,181,6,58,5,0,0,5,maintain,non-veg,4,0,0,1,3866,189.5,619.6,69.9,0,0,1
Badminton,Singles player,male,18,73.6,187,5,36,2,0,0,10,maintain,non-veg,5,0,0,1,3047,116.8,499.4,64.7,0,1,1
Kabaddi,All-rounder,male,14,60.1,167,2,126,5,0,0,4,cut,non-veg,2,0,2,1,2600,122.2,436.8,40.5,0,1,0
Athletics,Sprinter,male,18,72.3,163,5,121,6,0,0,7,bulk,non-veg,3,0,1,1,3326,126.1,557.8,65.6,1,1,1
Wrestling,Freestyle wrestler,female,22,55.7,152,8,123,3,0,0,7,cut,non-veg,4,1,2,1,2349,142.3,354.2,40.3,1,1,1
Athletics,Sprinter,male,25,74.0,171,7,60,2,0,0,6,maintain,non-veg,3,0,0,1,3426,122.8,590.2,63.8,0,0,0
Kabaddi,Raider,male,20,63.5,172,6,62,5,0,1,6,maintain,veg,2,0,0,0,2982,116.8,500.5,57.0,0,0,0
Athletics,Jumper,male,23,74.2,158,6,147,6,0,0,5,bulk,veg,3,0,1,0,3446,120.1,593.0,66.0,0,0,0
Football,Defender,male,19,55.6,172,4,107,4,0,0,1,maintain,non-veg,1,0,0,1,2389,97.8,355.0,64.2,0,1,0
Badminton,Doubles player,female,15,57.4,165,9,87,5,0,1,7,maintain,non-veg,5,1,0,1,2364,87.1,269.8,104.1,1,1,1
Wrestling,Greco-Roman wrestler,female,15,59.5,155,6,118,3,1,0,7,bulk,non-veg,4,1,1,1,3290,118.9,565.1,61.6,1,1,1
Football,Goalkeeper,female,21,48.6,159,6,65,6,0,0,3,maintain,non-veg,1,1,0,1,2499,87.4,437.2,44.5,1,0,0
Badminton,Singles player,male,22,60.0,159,8,76,3,0,0,3,maintain,non-veg,5,0,0,1,2605,91.0,386.1,77.4,0,0,1
Cricket,Wicket-keeper,male,15,60.6,162,7,93,7,0,0,8,maintain,veg,0,0,0,0,2632,95.9,377.6,82.0,0,1,1
Athletics,Long-distance runner,male,24,85.4,171,5,124,4,1,0,2,bulk,veg,3,0,1,0,3524,179.7,522.3,79.5,0,0,0
Athletics,Jumper,female,19,75.7,152,5,56,4,0,0,2,cut,veg,3,1,2,0,3469,151.0,617.8,43.8,1,1,0
Cricket,Spin bowler,male,23,86.0,166,8,80,5,0,0,8,cut,non-veg,0,0,2,1,2930,151.9,441.8,61.7,0,0,0
Wrestling,Greco-Roman wrestler,female,14,66.9,175,7,131,6,0,1,5,bulk,non-veg,4,1,1,1,3042,142.3,478.1,62.3,1,1,1
Badminton,Singles player,male,15,65.8,170,6,177,4,1,0,1,maintain,non-veg,5,0,0,1,3038,109.7,390.0,115.5,0,1,1
Badminton,Doubles player,female,24,60.2,166,6,80,3,1,0,5,maintain,veg,5,1,0,0,3065,125.0,514.8,56.2,1,0,1
Kabaddi,Defender,male,16,67.6,174,5,94,5,0,0,3,maintain,non-veg,2,0,0,1,2975,146.7,462.0,60.0,0,1,0
Badminton,Doubles player,male,14,74.3,167,8,77,5,0,0,3,cut,veg,5,0,2,0,3073,119.3,515.7,59.2,0,1,1
Football,Goalkeeper,female,17,45.0,163,7,100,4,0,0,3,maintain,veg,1,1,0,0,2079,72.6,298.4,66.1,1,1,0
Kabaddi,Raider,male,20,61.2,164,6,53,3,0,0,7,cut,non-veg,2,0,2,1,2874,139.6,469.2,48.8,0,0,0
Football,Midfielder,male,21,76.9,168,7,120,5,0,0,5,cut,veg,1,0,2,0,3218,144.0,531.7,57.2,0,0,0
Kabaddi,Raider,female,24,67.9,163,6,78,4,0,0,6,cut,non-veg,2,1,2,1,3112,130.2,548.4,44.2,1,0,0
Athletics,Thrower,male,21,78.8,167,6,73,4,0,0,9,cut,veg,3,0,2,0,4294,172.3,775.8,55.7,1,0,0
Football,Winger,male,25,45.0,170,5,64,3,0,0,4,bulk,non-veg,1,0,1,1,2528,91.2,340.4,89.1,0,0,0
Athletics,Jumper,male,23,63.0,158,2,75,3,0,0,3,cut,non-veg,3,0,2,1,3036,115.4,557.5,38.3,0,0,0
Kabaddi,Defender,male,15,66.6,182,4,71,4,0,0,5,cut,non-veg,2,0,2,1,2788,155.4,424.8,51.9,0,1,0
Kabaddi,All-rounder,male,20,66.9,168,9,173,3,0,0,2,cut,veg,2,0,2,0,3004,136.6,485.8,57.2,0,0,0
Badminton,Singles player,female,17,68.8,171,4,95,5,0,0,7,bulk,veg,5,1,1,0,2908,124.8,470.1,58.7,1,1,1
Wrestling,Greco-Roman wrestler,male,16,83.9,173,4,121,5,0,0,6,maintain,non-veg,4,0,0,1,3150,163.5,481.0,63.6,0,1,1
Football,Defender,male,23,69.5,179,6,107,5,1,0,2,bulk,non-veg,1,0,1,1,3431,162.0,470.4,100.2,0,0,0
Football,Goalkeeper,male,16,69.6,171,7,101,4,0,1,2,cut,non-veg,1,0,2,1,2765,125.2,445.0,53.8,0,1,0
Athletics,Thrower,male,20,59.4,168,5,121,6,0,0,1,maintain,non-veg,3,0,0,1,2978,95.2,525.3,55.1,0,0,0
Cricket,All-rounder,male,27,74.9,172,4,76,5,0,0,6,bulk,non-veg,0,0,1,1,2925,134.1,390.9,91.7,0,0,0
Athletics,Long-distance runner,male,23,68.0,182,6,89,5,0,0,2,maintain,non-veg,3,0,0,1,3300,129.1,555.0,62.6,0,0,0
Kabaddi,All-rounder,male,18,66.8,176,7,95,6,0,0,2,cut,veg,2,0,2,0,2917,119.0,484.8,55.8,0,1,0
Wrestling,Greco-Roman wrestler,male,14,59.9,172,6,80,5,0,0,4,bulk,veg,4,0,1,0,2954,131.1,418.3,84.1,0,1,1
Athletics,Long-distance runner,male,24,72.8,174,6,109,5,0,0,4,maintain,non-veg,3,0,0,1,3018,152.1,462.1,62.4,0,0,0
Kabaddi,Defender,male,18,92.4,171,6,95,4,1,0,2,bulk,non-veg,2,0,1,1,4853,213.2,810.6,84.2,0,1,0
Athletics,Long-distance runner,female,24,61.8,160,5,60,7,0,1,2,cut,non-veg,3,1,2,1,2595,134.0,430.4,37.5,1,0,0
Cricket,All-rounder,male,17,48.1,170,5,82,4,1,0,8,bulk,non-veg,0,0,1,1,2938,96.0,240.5,176.9,0,1,0
Cricket,All-rounder,male,15,67.0,174,4,104,4,0,0,5,maintain,veg,0,0,0,0,2644,120.4,410.0,58.1,0,1,0
Football,Midfielder,female,19,49.0,171,9,84,4,0,0,4,bulk,non-veg,1,1,1,1,2645,81.5,358.6,98.3,1,1,0
Football,Striker,male,26,73.0,167,5,51,3,1,0,6,maintain,veg,1,0,0,0,3026,151.1,457.8,65.6,0,0,0
Cricket,Fast bowler,female,25,63.2,160,1,88,5,0,0,6,bulk,non-veg,0,1,1,1,2255,133.4,327.7,45.6,1,0,0
Athletics,Thrower,male,25,61.3,169,5,111,4,1,0,6,maintain,non-veg,3,0,0,1,3402,123.9,587.4,61.9,0,0,0
Football,Striker,male,18,78.7,170,6,122,6,0,1,4,maintain,non-veg,1,0,0,1,3980,161.4,692.9,62.5,0,1,0
Kabaddi,Defender,male,19,77.0,178,5,88,5,0,0,7,maintain,veg,2,0,0,0,3144,153.0,489.8,63.7,0,1,0
Kabaddi,All-rounder,male,19,82.2,170,8,72,4,0,0,4,maintain,non-veg,2,0,0,1,3447,162.3,542.4,69.8,0,1,0
Wrestling,Greco-Roman wrestler,male,14,53.3,165,6,30,4,0,0,2,bulk,non-veg,4,0,1,1,2774,138.5,303.0,112.0,0,1,1
Cricket,Batsman,male,15,72.7,180,5,72,4,0,0,1,maintain,non-veg,0,0,0,1,2933,124.0,466.7,63.4,0,1,0
Cricket,Fast bowler,male,14,45.0,167,2,91,4,1,0,5,maintain,non-veg,0,0,0,1,2442,89.8,402.5,52.5,0,1,0
Wrestling,Greco-Roman wrestler,female,14,71.0,160,5,107,3,0,0,7,cut,veg,4,1,2,0,2999,142.6,506.4,44.8,1,1,1
Wrestling,Greco-Roman wrestler,male,21,64.4,167,8,104,6,0,0,3,maintain,veg,4,0,0,0,2944,161.1,436.2,61.7,0,0,1
Badminton,Singles player,male,19,90.0,180,5,90,5,0,0,3,bulk,non-veg,5,0,1,1,3396,150.3,514.3,82.0,0,1,1
Badminton,Singles player,male,20,64.3,172,8,122,3,1,0,4,cut,non-veg,5,0,2,1,2990,115.0,488.3,64.1,0,0,1
Wrestling,Freestyle wrestler,female,24,68.1,152,4,103,5,0,0,3,cut,non-veg,4,1,2,1,2859,146.6,481.0,38.7,1,1,1
Cricket,Batsman,female,14,59.8,159,7,93,5,0,0,1,maintain,non-veg,0,1,0,1,2378,95.8,383.1,51.4,1,1,0
Wrestling,Freestyle wrestler,female,14,59.3,152,3,142,6,0,0,1,maintain,non-veg,4,1,0,1,2332,111.6,376.1,42.3,1,1,1
Wrestling,Greco-Roman wrestler,female,17,54.5,170,4,79,5,0,0,2,cut,non-veg,4,1,2,1,2262,99.0,378.4,39.1,1,1,1
Athletics,Thrower,female,18,51.4,153,7,79,5,0,0,4,bulk,veg,3,1,1,0,2792,94.4,485.1,52.7,1,1,0
Football,Defender,male,19,75.5,174,5,61,5,0,0,3,cut,non-veg,1,0,2,1,3080,122.7,524.7,54.5,0,1,0
Athletics,Sprinter,male,19,64.1,166,2,132,4,1,0,5,cut,non-veg,3,0,2,1,2776,137.0,443.8,50.3,0,1,0
Badminton,Singles player,female,15,53.7,167,3,34,5,0,0,1,maintain,non-veg,5,1,0,1,2136,100.0,336.7,43.3,1,1,1
Wrestling,Greco-Roman wrestler,female,15,71.2,152,5,114,6,1,0,5,bulk,veg,4,1,1,0,3870,171.9,651.9,63.9,1,1,1
Football,Goalkeeper,female,24,61.8,154,9,85,5,0,0,4,maintain,non-veg,1,1,0,1,3117,128.2,534.0,52.0,1,0,0
Athletics,Thrower,male,19,77.3,174,4,60,5,1,0,7,maintain,non-veg,3,0,0,1,4772,176.9,862.3,68.3,1,1,0
Kabaddi,All-rounder,male,24,68.1,179,7,63,5,0,0,6,maintain,non-veg,2,0,0,1,3298,125.6,555.7,63.6,0,0,0
Kabaddi,All-rounder,male,14,73.9,185,6,109,3,1,0,7,bulk,veg,2,0,1,0,3653,144.2,517.3,111.9,0,1,0
Cricket,Batsman,female,15,61.6,166,3,89,6,1,0,1,bulk,non-veg,0,1,1,1,2718,117.9,408.8,67.9,1,1,0
Football,Defender,female,16,57.4,160,6,108,6,1,0,2,bulk,veg,1,1,1,0,3109,127.4,510.9,61.8,1,1,0
Kabaddi,Defender,male,15,62.1,179,6,47,3,0,0,8,cut,veg,2,0,2,0,2776,130.3,443.5,53.4,0,1,0
Badminton,Doubles player,female,17,73.8,158,7,131,6,1,0,5,bulk,veg,5,1,1,0,3113,127.7,463.5,83.1,1,1,1
Kabaddi,All-rounder,male,19,59.0,171,2,123,5,0,0,7,cut,veg,2,0,2,0,2528,102.3,439.2,40.2,0,1,0
Football,Midfielder,male,15,58.2,169,4,130,4,0,0,7,maintain,veg,1,0,0,0,2674,114.6,432.3,54.0,0,1,0
Football,Winger,male,22,55.6,165,6,92,5,1,0,5,maintain,non-veg,1,0,0,1,3321,122.1,570.9,61.0,0,0,0
Football,Striker,female,22,59.8,152,7,98,3,0,1,7,maintain,veg,1,1,0,0,2076,99.1,316.4,46.0,1,0,0
Kabaddi,Raider,female,22,45.0,155,4,73,5,0,0,3,cut,veg,2,1,2,0,2168,93.3,377.2,31.8,1,0,0
Athletics,Sprinter,male,23,65.2,166,8,99,4,1,0,5,bulk,non-veg,3,0,1,1,4280,144.0,753.5,76.7,0,0,0
Kabaddi,Defender,male,14,85.0,178,8,56,6,0,0,4,bulk,non-veg,2,0,1,1,4135,170.2,682.4,80.5,0,1,0
Kabaddi,Raider,female,19,61.2,174,5,89,6,1,0,6,bulk,non-veg,2,1,1,1,2904,134.1,418.6,77.0,1,1,0
Athletics,Sprinter,male,14,68.2,171,7,104,5,1,0,2,maintain,veg,3,0,0,0,4469,151.9,806.1,70.8,0,1,0
Football,Goalkeeper,male,20,79.3,176,4,108,4,1,0,6,maintain,non-veg,1,0,0,1,3379,150.3,538.5,69.3,0,0,0
Cricket,Wicket-keeper,male,16,80.3,173,7,75,5,0,1,7,bulk,veg,0,0,1,0,3276,135.2,384.7,132.9,0,1,0
Cricket,Fast bowler,male,18,57.4,181,4,113,5,1,0,5,bulk,veg,0,0,1,0,3123,94.7,467.9,97.0,0,1,0
Wrestling,Greco-Roman wrestler,male,17,45.0,183,3,45,4,1,0,4,bulk,non-veg,4,0,1,1,2872,109.1,277.9,147.1,0,1,1
Badminton,Doubles player,male,17,77.0,170,5,80,4,1,0,2,maintain,non-veg,5,0,0,1,4105,154.2,715.7,69.5,0,1,1
Kabaddi,Raider,female,15,55.3,159,8,105,6,0,1,3,maintain,non-veg,2,1,0,1,2219,120.4,324.6,48.8,1,1,0
Football,Striker,male,19,60.0,175,4,110,5,0,1,4,maintain,veg,1,0,0,0,2481,116.8,384.3,53.0,0,1,0
Cricket,Wicket-keeper,male,14,85.5,190,6,57,6,0,1,4,maintain,veg,0,0,0,0,3318,149.1,522.2,70.3,0,1,0
Athletics,Long-distance runner,male,20,52.7,172,7,87,4,1,0,4,bulk,veg,3,0,1,0,3487,105.4,608.1,70.3,0,0,0
Athletics,Hurdler,male,30,72.5,157,8,167,2,0,0,4,bulk,non-veg,3,0,1,1,3664,139.0,625.4,67.4,0,0,0
Cricket,All-rounder,female,28,59.7,164,6,126,4,0,0,4,maintain,veg,0,1,0,0,2293,90.5,373.8,48.4,1,0,0
Kabaddi,Raider,male,17,79.3,165,2,49,6,0,0,3,cut,veg,2,0,2,0,3652,156.3,654.4,45.5,0,1,0
Kabaddi,Raider,male,31,87.0,169,5,183,3,0,1,4,maintain,non-veg,2,0,0,1,3195,203.4,458.3,60.9,0,0,0
Athletics,Thrower,male,14,73.0,165,8,46,5,0,1,1,maintain,veg,3,0,0,0,3121,143.2,493.7,63.7,0,1,0
Football,Midfielder,male,17,82.7,171,8,78,5,0,0,1,bulk,veg,1,0,1,0,4221,138.4,743.0,77.3,0,1,0
Athletics,Sprinter,female,21,60.6,166,6,150,5,1,0,6,bulk,veg,3,1,1,0,3160,121.3,525.7,63.6,1,0,0
Football,Midfielder,male,20,73.2,174,7,123,3,1,0,7,maintain,veg,1,0,0,0,4230,153.5,741.3,72.3,0,0,0
Cricket,Wicket-keeper,male,18,76.5,166,6,47,7,1,0,1,maintain,non-veg,0,0,0,1,3543,141.5,586.6,70.1,0,1,0
Badminton,Doubles player,male,27,89.0,176,6,84,5,0,0,4,maintain,veg,5,0,0,0,3337,141.7,539.2,68.2,0,0,1
Football,Striker,male,17,55.1,182,4,85,4,0,0,3,bulk,non-veg,1,0,1,1,2882,115.3,465.6,62.1,0,1,0
Wrestling,Freestyle wrestler,female,22,73.7,153,6,98,3,0,0,8,bulk,veg,4,1,1,0,3050,133.0,497.3,58.8,1,1,1
Wrestling,Freestyle wrestler,male,23,85.3,167,6,88,6,0,0,7,cut,non-veg,4,0,2,1,3755,167.0,642.0,57.7,1,0,1
Wrestling,Greco-Roman wrestler,male,19,55.7,173,4,157,4,0,0,6,bulk,non-veg,4,0,1,1,2700,124.8,374.6,78.0,0,1,1
Badminton,Singles player,male,17,87.7,174,5,63,4,0,0,6,bulk,veg,5,0,1,0,3852,155.1,642.0,73.7,0,1,1
Badminton,Doubles player,male,18,78.0,179,7,77,5,0,0,7,cut,non-veg,5,0,2,1,3330,138.5,557.3,60.7,0,1,1
Kabaddi,Raider,male,19,63.4,162,9,76,4,0,0,5,bulk,veg,2,0,1,0,3175,140.5,498.3,68.9,0,1,0
Athletics,Jumper,female,15,57.7,153,4,71,5,0,0,6,maintain,veg,3,1,0,0,3155,122.2,565.9,44.7,1,1,0
Kabaddi,Raider,male,23,46.7,162,10,74,5,0,0,5,maintain,non-veg,2,0,0,1,2602,111.5,307.3,103.0,0,0,0
Football,Goalkeeper,male,22,58.6,169,3,64,4,0,0,2,bulk,veg,1,0,1,0,2635,125.3,406.9,56.2,0,0,0
Athletics,Thrower,female,19,45.7,155,3,30,5,0,0,5,maintain,non-veg,3,1,0,1,2182,74.5,386.1,37.7,1,1,0
Athletics,Thrower,male,21,62.9,179,5,86,5,0,0,2,maintain,non-veg,3,0,0,1,2813,139.0,432.5,58.6,0,0,0
Badminton,Singles player,male,19,70.0,164,7,145,4,0,0,5,bulk,non-veg,5,0,1,1,3080,132.3,393.7,108.4,0,1,1
Badminton,Doubles player,female,21,56.6,161,4,127,4,1,0,4,bulk,non-veg,5,1,1,1,2862,97.4,487.7,57.9,1,0,1
Athletics,Jumper,male,14,73.6,178,8,85,4,0,1,3,maintain,veg,3,0,0,0,3114,122.0,505.4,67.1,0,1,0
Cricket,All-rounder,male,15,66.9,168,3,114,7,0,0,4,maintain,non-veg,0,0,0,1,2722,103.6,457.4,53.1,0,1,0
Wrestling,Greco-Roman wrestler,male,26,56.3,177,3,140,4,0,0,9,maintain,non-veg,4,0,0,1,2248,129.0,320.9,49.8,1,0,1
Football,Goalkeeper,female,19,54.0,152,4,56,5,0,0,5,maintain,non-veg,1,1,0,1,2294,122.7,355.2,42.5,1,1,0
Cricket,Spin bowler,male,16,70.1,177,4,93,4,0,0,8,bulk,veg,0,0,1,0,2985,123.5,387.5,104.6,0,1,0
Badminton,Singles player,male,19,66.4,161,3,87,6,0,0,3,bulk,non-veg,5,0,1,1,2904,111.9,484.4,57.6,0,1,1
Football,Goalkeeper,male,18,66.7,171,3,107,4,0,0,4,maintain,non-veg,1,0,0,1,2848,136.9,455.3,53.2,0,1,0
Athletics,Jumper,male,23,61.6,176,9,67,5,0,0,6,bulk,non-veg,3,0,1,1,3212,104.8,538.8,70.9,0,0,0
Badminton,Singles player,male,20,69.6,168,3,74,5,0,0,5,bulk,veg,5,0,1,0,3152,124.9,528.4,59.9,0,0,1
Cricket,Fast bowler,male,23,81.7,175,5,93,6,0,0,6,maintain,non-veg,0,0,0,1,3228,171.5,491.4,64.0,0,0,0
Kabaddi,Raider,female,22,68.1,163,5,44,5,1,0,5,cut,veg,2,1,2,0,2921,138.5,480.4,49.5,1,0,0
